inegi_entidad,entidad,inegi_municipio,municipio,id_delito,delito,carpetas,tasa,fecha
14,Jalisco,14072,San Diego De Alejandria,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14072,San Diego De Alejandria,2000,Secuestro,0,0,2024-08
14,Jalisco,14072,San Diego De Alejandria,3000,Extorsión,0,0,2024-08
14,Jalisco,14072,San Diego De Alejandria,4001,Robo con violencia,0,0,2024-08
14,Jalisco,14072,San Diego De Alejandria,4100,Robo de vehículo,0,0,2024-08
14,Jalisco,14072,San Diego De Alejandria,4200,Robo a casa habitación,0,0,2024-08
14,Jalisco,14072,San Diego De Alejandria,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14072,San Diego De Alejandria,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14072,San Diego De Alejandria,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14072,San Diego De Alejandria,5000,Violación,0,0,2024-08
14,Jalisco,14072,San Diego De Alejandria,6000,Violencia familiar,1,12.493753433227539,2024-08
14,Jalisco,14072,San Diego De Alejandria,7000,Trata de personas,0,0,2024-08
14,Jalisco,14072,San Diego De Alejandria,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14072,San Diego De Alejandria,9000,Lesiones dolosas,0,0,2024-08
14,Jalisco,14073,San Juan De Los Lagos,0,Total de delitos,39,50.73566818237305,2024-08
14,Jalisco,14073,San Juan De Los Lagos,1100,Homicidio doloso,1,1.3009145259857178,2024-08
14,Jalisco,14073,San Juan De Los Lagos,1120,Feminicidio,0,0,2024-08
14,Jalisco,14073,San Juan De Los Lagos,1200,Homicidio culposo,1,1.3009145259857178,2024-08
14,Jalisco,14073,San Juan De Los Lagos,2000,Secuestro,0,0,2024-08
14,Jalisco,14073,San Juan De Los Lagos,3000,Extorsión,0,0,2024-08
14,Jalisco,14073,San Juan De Los Lagos,4001,Robo con violencia,5,6.504572868347168,2024-08
14,Jalisco,14073,San Juan De Los Lagos,4100,Robo de vehículo,9,11.708230972290039,2024-08
14,Jalisco,14073,San Juan De Los Lagos,4200,Robo a casa habitación,1,1.3009145259857178,2024-08
14,Jalisco,14073,San Juan De Los Lagos,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14073,San Juan De Los Lagos,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14073,San Juan De Los Lagos,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14073,San Juan De Los Lagos,5000,Violación,0,0,2024-08
14,Jalisco,14073,San Juan De Los Lagos,6000,Violencia familiar,14,18.21280288696289,2024-08
14,Jalisco,14073,San Juan De Los Lagos,7000,Trata de personas,0,0,2024-08
14,Jalisco,14073,San Juan De Los Lagos,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14073,San Juan De Los Lagos,9000,Lesiones dolosas,0,0,2024-08
14,Jalisco,14074,San Julian,0,Total de delitos,4,22.61292266845703,2024-08
14,Jalisco,14074,San Julian,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14074,San Julian,1120,Feminicidio,0,0,2024-08
14,Jalisco,14074,San Julian,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14074,San Julian,2000,Secuestro,0,0,2024-08
14,Jalisco,14074,San Julian,3000,Extorsión,1,5.653230667114258,2024-08
14,Jalisco,14074,San Julian,4001,Robo con violencia,0,0,2024-08
14,Jalisco,14074,San Julian,4100,Robo de vehículo,0,0,2024-08
14,Jalisco,14074,San Julian,4200,Robo a casa habitación,1,5.653230667114258,2024-08
14,Jalisco,14074,San Julian,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14074,San Julian,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14074,San Julian,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14074,San Julian,5000,Violación,0,0,2024-08
14,Jalisco,14074,San Julian,6000,Violencia familiar,0,0,2024-08
14,Jalisco,14074,San Julian,7000,Trata de personas,0,0,2024-08
14,Jalisco,14074,San Julian,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14074,San Julian,9000,Lesiones dolosas,0,0,2024-08
14,Jalisco,14075,San Marcos,0,Total de delitos,1,23.854961395263672,2024-08
14,Jalisco,14075,San Marcos,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14075,San Marcos,1120,Feminicidio,0,0,2024-08
14,Jalisco,14075,San Marcos,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14075,San Marcos,2000,Secuestro,0,0,2024-08
14,Jalisco,14075,San Marcos,3000,Extorsión,0,0,2024-08
14,Jalisco,14075,San Marcos,4001,Robo con violencia,0,0,2024-08
14,Jalisco,14075,San Marcos,4100,Robo de vehículo,0,0,2024-08
14,Jalisco,14075,San Marcos,4200,Robo a casa habitación,0,0,2024-08
14,Jalisco,14075,San Marcos,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14075,San Marcos,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14075,San Marcos,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14075,San Marcos,5000,Violación,0,0,2024-08
14,Jalisco,14075,San Marcos,6000,Violencia familiar,0,0,2024-08
14,Jalisco,14075,San Marcos,7000,Trata de personas,0,0,2024-08
14,Jalisco,14075,San Marcos,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14075,San Marcos,9000,Lesiones dolosas,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,0,Total de delitos,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,1120,Feminicidio,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,2000,Secuestro,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,3000,Extorsión,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,4001,Robo con violencia,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,4100,Robo de vehículo,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,4200,Robo a casa habitación,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,5000,Violación,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,6000,Violencia familiar,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,7000,Trata de personas,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14076,San Martin De Bolaños,9000,Lesiones dolosas,0,0,2024-08
14,Jalisco,14077,San Martin Hidalgo,0,Total de delitos,16,51.89750289916992,2024-08
14,Jalisco,14077,San Martin Hidalgo,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14077,San Martin Hidalgo,1120,Feminicidio,0,0,2024-08
14,Jalisco,14077,San Martin Hidalgo,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14077,San Martin Hidalgo,2000,Secuestro,0,0,2024-08
14,Jalisco,14077,San Martin Hidalgo,3000,Extorsión,0,0,2024-08
14,Jalisco,14077,San Martin Hidalgo,4001,Robo con violencia,0,0,2024-08
14,Jalisco,14077,San Martin Hidalgo,4100,Robo de vehículo,1,3.24359393119812,2024-08
14,Jalisco,14077,San Martin Hidalgo,4200,Robo a casa habitación,3,9.730781555175781,2024-08
14,Jalisco,14077,San Martin Hidalgo,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14077,San Martin Hidalgo,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14077,San Martin Hidalgo,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14077,San Martin Hidalgo,5000,Violación,0,0,2024-08
14,Jalisco,14077,San Martin Hidalgo,6000,Violencia familiar,3,9.730781555175781,2024-08
14,Jalisco,14077,San Martin Hidalgo,7000,Trata de personas,0,0,2024-08
14,Jalisco,14077,San Martin Hidalgo,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14077,San Martin Hidalgo,9000,Lesiones dolosas,2,6.48718786239624,2024-08
14,Jalisco,14078,San Miguel El Alto,0,Total de delitos,13,35.670188903808594,2024-08
14,Jalisco,14078,San Miguel El Alto,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14078,San Miguel El Alto,1120,Feminicidio,0,0,2024-08
14,Jalisco,14078,San Miguel El Alto,1200,Homicidio culposo,1,2.7438607215881348,2024-08
14,Jalisco,14078,San Miguel El Alto,2000,Secuestro,0,0,2024-08
14,Jalisco,14078,San Miguel El Alto,3000,Extorsión,0,0,2024-08
14,Jalisco,14078,San Miguel El Alto,4001,Robo con violencia,1,2.7438607215881348,2024-08
14,Jalisco,14078,San Miguel El Alto,4100,Robo de vehículo,0,0,2024-08
14,Jalisco,14078,San Miguel El Alto,4200,Robo a casa habitación,4,10.975442886352539,2024-08
14,Jalisco,14078,San Miguel El Alto,4300,Robo a negocio,1,2.7438607215881348,2024-08
14,Jalisco,14078,San Miguel El Alto,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14078,San Miguel El Alto,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14078,San Miguel El Alto,5000,Violación,0,0,2024-08
14,Jalisco,14078,San Miguel El Alto,6000,Violencia familiar,0,0,2024-08
14,Jalisco,14078,San Miguel El Alto,7000,Trata de personas,0,0,2024-08
14,Jalisco,14078,San Miguel El Alto,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14078,San Miguel El Alto,9000,Lesiones dolosas,1,2.7438607215881348,2024-08
14,Jalisco,14079,Gomez Farias,0,Total de delitos,19,119.5194091796875,2024-08
14,Jalisco,14079,Gomez Farias,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14079,Gomez Farias,1120,Feminicidio,0,0,2024-08
14,Jalisco,14079,Gomez Farias,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14079,Gomez Farias,2000,Secuestro,0,0,2024-08
14,Jalisco,14079,Gomez Farias,3000,Extorsión,0,0,2024-08
14,Jalisco,14079,Gomez Farias,4001,Robo con violencia,1,6.290494918823242,2024-08
14,Jalisco,14079,Gomez Farias,4100,Robo de vehículo,2,12.580989837646484,2024-08
14,Jalisco,14079,Gomez Farias,4200,Robo a casa habitación,1,6.290494918823242,2024-08
14,Jalisco,14079,Gomez Farias,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14079,Gomez Farias,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14079,Gomez Farias,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14079,Gomez Farias,5000,Violación,0,0,2024-08
14,Jalisco,14079,Gomez Farias,6000,Violencia familiar,1,6.290494918823242,2024-08
14,Jalisco,14079,Gomez Farias,7000,Trata de personas,0,0,2024-08
14,Jalisco,14079,Gomez Farias,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14079,Gomez Farias,9000,Lesiones dolosas,2,12.580989837646484,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,0,Total de delitos,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,1120,Feminicidio,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,2000,Secuestro,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,3000,Extorsión,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,4001,Robo con violencia,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,4100,Robo de vehículo,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,4200,Robo a casa habitación,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,5000,Violación,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,6000,Violencia familiar,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,7000,Trata de personas,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14080,San Sebastian Del Oeste,9000,Lesiones dolosas,0,0,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,0,Total de delitos,4,113.86279296875,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,1120,Feminicidio,0,0,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,2000,Secuestro,0,0,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,3000,Extorsión,0,0,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,4001,Robo con violencia,1,28.4656982421875,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,4100,Robo de vehículo,1,28.4656982421875,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,4200,Robo a casa habitación,0,0,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,5000,Violación,0,0,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,6000,Violencia familiar,0,0,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,7000,Trata de personas,0,0,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14081,Santa Maria De Los Angeles,9000,Lesiones dolosas,1,28.4656982421875,2024-08
14,Jalisco,14082,Sayula,0,Total de delitos,31,76.2401351928711,2024-08
14,Jalisco,14082,Sayula,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14082,Sayula,1120,Feminicidio,0,0,2024-08
14,Jalisco,14082,Sayula,1200,Homicidio culposo,2,4.918718338012695,2024-08
14,Jalisco,14082,Sayula,2000,Secuestro,0,0,2024-08
14,Jalisco,14082,Sayula,3000,Extorsión,0,0,2024-08
14,Jalisco,14082,Sayula,4001,Robo con violencia,0,0,2024-08
14,Jalisco,14082,Sayula,4100,Robo de vehículo,5,12.296795845031738,2024-08
14,Jalisco,14082,Sayula,4200,Robo a casa habitación,0,0,2024-08
14,Jalisco,14082,Sayula,4300,Robo a negocio,1,2.4593591690063477,2024-08
14,Jalisco,14082,Sayula,4400,Robo a transeúnte total,1,2.4593591690063477,2024-08
14,Jalisco,14082,Sayula,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14082,Sayula,5000,Violación,0,0,2024-08
14,Jalisco,14082,Sayula,6000,Violencia familiar,2,4.918718338012695,2024-08
14,Jalisco,14082,Sayula,7000,Trata de personas,0,0,2024-08
14,Jalisco,14082,Sayula,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14082,Sayula,9000,Lesiones dolosas,4,9.83743667602539,2024-08
14,Jalisco,14083,Tala,0,Total de delitos,66,73.32926177978516,2024-08
14,Jalisco,14083,Tala,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14083,Tala,1120,Feminicidio,0,0,2024-08
14,Jalisco,14083,Tala,1200,Homicidio culposo,1,1.1110494136810303,2024-08
14,Jalisco,14083,Tala,2000,Secuestro,0,0,2024-08
14,Jalisco,14083,Tala,3000,Extorsión,0,0,2024-08
14,Jalisco,14083,Tala,4001,Robo con violencia,11,12.221543312072754,2024-08
14,Jalisco,14083,Tala,4100,Robo de vehículo,10,11.110493659973145,2024-08
14,Jalisco,14083,Tala,4200,Robo a casa habitación,2,2.2220988273620605,2024-08
14,Jalisco,14083,Tala,4300,Robo a negocio,4,4.444197654724121,2024-08
14,Jalisco,14083,Tala,4400,Robo a transeúnte total,3,3.333148241043091,2024-08
14,Jalisco,14083,Tala,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14083,Tala,5000,Violación,0,0,2024-08
14,Jalisco,14083,Tala,6000,Violencia familiar,16,17.776790618896484,2024-08
14,Jalisco,14083,Tala,7000,Trata de personas,0,0,2024-08
14,Jalisco,14083,Tala,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14083,Tala,9000,Lesiones dolosas,3,3.333148241043091,2024-08
14,Jalisco,14084,Talpa De Allende,0,Total de delitos,5,30.055301666259766,2024-08
14,Jalisco,14084,Talpa De Allende,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14084,Talpa De Allende,1120,Feminicidio,0,0,2024-08
14,Jalisco,14084,Talpa De Allende,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14084,Talpa De Allende,2000,Secuestro,0,0,2024-08
14,Jalisco,14084,Talpa De Allende,3000,Extorsión,0,0,2024-08
14,Jalisco,14084,Talpa De Allende,4001,Robo con violencia,0,0,2024-08
14,Jalisco,14084,Talpa De Allende,4100,Robo de vehículo,0,0,2024-08
14,Jalisco,14084,Talpa De Allende,4200,Robo a casa habitación,0,0,2024-08
14,Jalisco,14084,Talpa De Allende,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14084,Talpa De Allende,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14084,Talpa De Allende,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14084,Talpa De Allende,5000,Violación,0,0,2024-08
14,Jalisco,14084,Talpa De Allende,6000,Violencia familiar,1,6.0110602378845215,2024-08
14,Jalisco,14084,Talpa De Allende,7000,Trata de personas,0,0,2024-08
14,Jalisco,14084,Talpa De Allende,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14084,Talpa De Allende,9000,Lesiones dolosas,1,6.0110602378845215,2024-08
14,Jalisco,14085,Tamazula De Gordiano,0,Total de delitos,23,53.70820236206055,2024-08
14,Jalisco,14085,Tamazula De Gordiano,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14085,Tamazula De Gordiano,1120,Feminicidio,0,0,2024-08
14,Jalisco,14085,Tamazula De Gordiano,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14085,Tamazula De Gordiano,2000,Secuestro,0,0,2024-08
14,Jalisco,14085,Tamazula De Gordiano,3000,Extorsión,0,0,2024-08
14,Jalisco,14085,Tamazula De Gordiano,4001,Robo con violencia,0,0,2024-08
14,Jalisco,14085,Tamazula De Gordiano,4100,Robo de vehículo,0,0,2024-08
14,Jalisco,14085,Tamazula De Gordiano,4200,Robo a casa habitación,1,2.335139274597168,2024-08
14,Jalisco,14085,Tamazula De Gordiano,4300,Robo a negocio,1,2.335139274597168,2024-08
14,Jalisco,14085,Tamazula De Gordiano,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14085,Tamazula De Gordiano,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14085,Tamazula De Gordiano,5000,Violación,0,0,2024-08
14,Jalisco,14085,Tamazula De Gordiano,6000,Violencia familiar,4,9.340557098388672,2024-08
14,Jalisco,14085,Tamazula De Gordiano,7000,Trata de personas,0,0,2024-08
14,Jalisco,14085,Tamazula De Gordiano,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14085,Tamazula De Gordiano,9000,Lesiones dolosas,0,0,2024-08
14,Jalisco,14086,Tapalpa,0,Total de delitos,17,79.78973388671875,2024-08
14,Jalisco,14086,Tapalpa,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14086,Tapalpa,1120,Feminicidio,0,0,2024-08
14,Jalisco,14086,Tapalpa,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14086,Tapalpa,2000,Secuestro,0,0,2024-08
14,Jalisco,14086,Tapalpa,3000,Extorsión,0,0,2024-08
14,Jalisco,14086,Tapalpa,4001,Robo con violencia,1,4.6935133934021,2024-08
14,Jalisco,14086,Tapalpa,4100,Robo de vehículo,0,0,2024-08
14,Jalisco,14086,Tapalpa,4200,Robo a casa habitación,2,9.3870267868042,2024-08
14,Jalisco,14086,Tapalpa,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14086,Tapalpa,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14086,Tapalpa,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14086,Tapalpa,5000,Violación,0,0,2024-08
14,Jalisco,14086,Tapalpa,6000,Violencia familiar,1,4.6935133934021,2024-08
14,Jalisco,14086,Tapalpa,7000,Trata de personas,0,0,2024-08
14,Jalisco,14086,Tapalpa,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14086,Tapalpa,9000,Lesiones dolosas,3,14.080540657043457,2024-08
14,Jalisco,14087,Tecalitlan,0,Total de delitos,5,27.28215217590332,2024-08
14,Jalisco,14087,Tecalitlan,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14087,Tecalitlan,1120,Feminicidio,0,0,2024-08
14,Jalisco,14087,Tecalitlan,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14087,Tecalitlan,2000,Secuestro,0,0,2024-08
14,Jalisco,14087,Tecalitlan,3000,Extorsión,0,0,2024-08
14,Jalisco,14087,Tecalitlan,4001,Robo con violencia,1,5.456430435180664,2024-08
14,Jalisco,14087,Tecalitlan,4100,Robo de vehículo,1,5.456430435180664,2024-08
14,Jalisco,14087,Tecalitlan,4200,Robo a casa habitación,0,0,2024-08
14,Jalisco,14087,Tecalitlan,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14087,Tecalitlan,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14087,Tecalitlan,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14087,Tecalitlan,5000,Violación,0,0,2024-08
14,Jalisco,14087,Tecalitlan,6000,Violencia familiar,1,5.456430435180664,2024-08
14,Jalisco,14087,Tecalitlan,7000,Trata de personas,0,0,2024-08
14,Jalisco,14087,Tecalitlan,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14087,Tecalitlan,9000,Lesiones dolosas,1,5.456430435180664,2024-08
14,Jalisco,14088,Tecolotlan,0,Total de delitos,22,114.02508544921875,2024-08
14,Jalisco,14088,Tecolotlan,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14088,Tecolotlan,1120,Feminicidio,0,0,2024-08
14,Jalisco,14088,Tecolotlan,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14088,Tecolotlan,2000,Secuestro,0,0,2024-08
14,Jalisco,14088,Tecolotlan,3000,Extorsión,0,0,2024-08
14,Jalisco,14088,Tecolotlan,4001,Robo con violencia,3,15.548874855041504,2024-08
14,Jalisco,14088,Tecolotlan,4100,Robo de vehículo,3,15.548874855041504,2024-08
14,Jalisco,14088,Tecolotlan,4200,Robo a casa habitación,1,5.182958602905273,2024-08
14,Jalisco,14088,Tecolotlan,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14088,Tecolotlan,4400,Robo a transeúnte total,1,5.182958602905273,2024-08
14,Jalisco,14088,Tecolotlan,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14088,Tecolotlan,5000,Violación,0,0,2024-08
14,Jalisco,14088,Tecolotlan,6000,Violencia familiar,1,5.182958602905273,2024-08
14,Jalisco,14088,Tecolotlan,7000,Trata de personas,0,0,2024-08
14,Jalisco,14088,Tecolotlan,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14088,Tecolotlan,9000,Lesiones dolosas,4,20.731834411621094,2024-08
14,Jalisco,14089,Techaluta De Montenegro,0,Total de delitos,2,47.63038635253906,2024-08
14,Jalisco,14089,Techaluta De Montenegro,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14089,Techaluta De Montenegro,1120,Feminicidio,0,0,2024-08
14,Jalisco,14089,Techaluta De Montenegro,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14089,Techaluta De Montenegro,2000,Secuestro,0,0,2024-08
14,Jalisco,14089,Techaluta De Montenegro,3000,Extorsión,0,0,2024-08
14,Jalisco,14089,Techaluta De Montenegro,4001,Robo con violencia,0,0,2024-08
14,Jalisco,14089,Techaluta De Montenegro,4100,Robo de vehículo,0,0,2024-08
14,Jalisco,14089,Techaluta De Montenegro,4200,Robo a casa habitación,0,0,2024-08
14,Jalisco,14089,Techaluta De Montenegro,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14089,Techaluta De Montenegro,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14089,Techaluta De Montenegro,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14089,Techaluta De Montenegro,5000,Violación,0,0,2024-08
14,Jalisco,14089,Techaluta De Montenegro,6000,Violencia familiar,0,0,2024-08
14,Jalisco,14089,Techaluta De Montenegro,7000,Trata de personas,0,0,2024-08
14,Jalisco,14089,Techaluta De Montenegro,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14089,Techaluta De Montenegro,9000,Lesiones dolosas,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,0,Total de delitos,1,12.926576614379883,2024-08
14,Jalisco,14090,Tenamaxtlan,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,1120,Feminicidio,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,2000,Secuestro,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,3000,Extorsión,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,4001,Robo con violencia,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,4100,Robo de vehículo,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,4200,Robo a casa habitación,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,5000,Violación,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,6000,Violencia familiar,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,7000,Trata de personas,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,8000,Narcomenudeo,0,0,2024-08
14,Jalisco,14090,Tenamaxtlan,9000,Lesiones dolosas,0,0,2024-08
14,Jalisco,14091,Teocaltiche,0,Total de delitos,11,23.980815887451172,2024-08
14,Jalisco,14091,Teocaltiche,1100,Homicidio doloso,0,0,2024-08
14,Jalisco,14091,Teocaltiche,1120,Feminicidio,0,0,2024-08
14,Jalisco,14091,Teocaltiche,1200,Homicidio culposo,0,0,2024-08
14,Jalisco,14091,Teocaltiche,2000,Secuestro,0,0,2024-08
14,Jalisco,14091,Teocaltiche,3000,Extorsión,0,0,2024-08
14,Jalisco,14091,Teocaltiche,4001,Robo con violencia,0,0,2024-08
14,Jalisco,14091,Teocaltiche,4100,Robo de vehículo,1,2.1800742149353027,2024-08
14,Jalisco,14091,Teocaltiche,4200,Robo a casa habitación,0,0,2024-08
14,Jalisco,14091,Teocaltiche,4300,Robo a negocio,0,0,2024-08
14,Jalisco,14091,Teocaltiche,4400,Robo a transeúnte total,0,0,2024-08
14,Jalisco,14091,Teocaltiche,4940,Robo en transporte público,0,0,2024-08
14,Jalisco,14091,Teocaltiche,5000,Violación,0,0,2024-08
14,Jalisco,14091,Teocaltiche,6000,Violencia familiar,1,2.1800742149353027,2024-08
14,Jalisco,14091,Teocaltiche,7000,Trata de personas,0,0,2024-08
